0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
0.0   0.0
1.0   0.0
-0.98865175   -0.1502256
-0.96202767   -0.27295193
-0.9202318   -0.39137366
-0.86392343   -0.5036232
-0.7939904   -0.6079303
-0.7115357   -0.70264995
-0.6178596   -0.78628844
-0.5144395   -0.85752666
-0.40290645   -0.9152412
-0.28501925   -0.9585218
-0.16263716   -0.98668593
-0.03769018   -0.99928945
0.0878512   -0.9961336
0.2120071   -0.9772681
0.33281955   -0.94299054
0.4483832   -0.89384145
0.55687565   -0.8305959
0.65658575   -0.75425136
0.74594116   -0.66601187
0.8235326   -0.56726897
0.88813645   -0.45957986
0.9387339   -0.34464294
0.9745269   -0.22427076
0.994951   -0.10036171
0.9996842   0.025130095
0.98865175   0.1502256
0.96202767   0.27295193
0.9202318   0.39137366
0.86392343   0.5036232
0.7939904   0.6079303
0.7115357   0.70264995
0.6178596   0.78628844
0.5144395   0.85752666
0.40290645   0.9152412
0.28501925   0.9585218
0.16263716   0.98668593
0.03769018   0.99928945
-0.0878512   0.9961336
-0.2120071   0.9772681
-0.33281955   0.94299054
-0.4483832   0.89384145
-0.55687565   0.8305959
-0.65658575   0.75425136
-0.74594116   0.66601187
-0.8235326   0.56726897
-0.88813645   0.45957986
-0.9387339   0.34464294
-0.9745269   0.22427076
-0.994951   0.10036171
-0.9996842   -0.025130095
-0.98865175   -0.1502256
-0.96202767   -0.27295193
-0.9202318   -0.39137366
