0.0007567161   -0.11011094   0.00027877302
-0.03514658   -0.3642484   -0.030766224
0.009788851   0.033686705   -0.109485514
0.042183883   0.35268047   -0.026103638
0.024797026   0.30918297   0.120615326
0.015683927   0.21246848   0.19533677
-0.0022148676   0.16138005   0.15021321
-0.014712643   0.11577716   0.029594347
-0.012469686   0.061026454   -0.055636078
-0.004171559   0.034621306   -0.072587304
-0.0011773359   0.043824032   -0.038533013
0.005813834   0.06284506   -0.043544803
0.019980486   0.08474185   -0.09703749
0.011431401   0.08474029   -0.13935526
-0.012377737   0.07141938   -0.14963113
-0.04436614   0.050626427   -0.120446846
-0.07222141   0.024860363   -0.07690382
-0.08914466   0.0047352533   -0.03229922
-0.052677702   -0.009574156   0.009674753
-0.0022240933   -0.010776098   0.060862407
-0.013850337   -0.0046171015   0.08241164
-0.008027983   -0.003548534   0.07145142
-0.0054593896   -0.0044672275   0.06021791
-0.00045532567   -0.00359531   0.057857238
0.006107789   -0.0042235674   0.0602797
0.011585996   -0.0063238833   0.06411707
0.014541744   -0.009117493   0.06441358
0.014691341   -0.011511372   0.061211694
0.012306757   -0.012684592   0.056954764
0.008281508   -0.013272307   0.051815335
0.003252933   -0.013228898   0.04589049
-0.0018707013   -0.013027155   0.039811134
-0.0064642364   -0.012912766   0.033156756
-0.010057922   -0.013116026   0.026487151
-0.012385214   -0.013585305   0.01955188
-0.013343912   -0.014286696   0.013001188
-0.013018631   -0.015964042   0.0066015474
-0.01149627   -0.016945044   0.002015816
-0.009223362   -0.017397879   -0.0012308192
-0.002008329   -0.01818344   -0.003704351
0.0071740337   -0.018283943   -0.006093824
0.0040074033   -0.019029943   -0.008184945
0.0026631348   -0.020420024   -0.010255813
0.0017836007   -0.020702468   -0.010092022
0.0012501413   -0.020715106   -0.008292118
0.0023285793   -0.020815942   -0.007509422
0.0023704614   -0.020466939   -0.007977285
0.0018751434   -0.020557715   -0.008369376
0.0018811048   -0.02060601   -0.00847511
0.001710073   -0.020605149   -0.008536507
0.0014581291   -0.02073199   -0.008957097
0.0012411434   -0.020976296   -0.00968243
0.0010168769   -0.02126448   -0.010455241
0.00078286097   -0.021578481   -0.011102276
0.00055252947   -0.021927742   -0.011535564
0.00032941223   -0.022314336   -0.011712168
0.00011354247   -0.022726713   -0.011604324
-9.330937e-05   -0.023141783   -0.011195271
-0.00028982887   -0.023536202   -0.010487428
-0.00047541907   -0.023891421   -0.009509934
-0.00064886577   -0.02419779   -0.00830817
-0.00080824527   -0.024455892   -0.006945286
-0.0009861928   -0.02466186   -0.005412805
-0.0011760949   -0.02490262   -0.0035179476
-0.0013617759   -0.025128864   -0.00147177
-0.001515198   -0.025316672   0.0004709056
0.108662836   0.50428313   0.08172251
-0.08369406   0.41366097   0.5712462
-0.2409019   0.15945394   0.6546038
